MIGPUMA,Geo_FIPS,Geo_LOGRECNO,Geo_STATE,Geo_PUMA5,Total Population,Population Density (Per Sq. Mile),Area (Land),SE_A00003_001,SE_A00003_002,SE_A00003_003,Total Population Under 18 Years,Total Population 18 to 34 Years,Total Population 35 to 64 Years,Total Population 65 and Over,Population 25 Years and Over,Population 25 Years and Over Less than High School,Population 25 Years and Over High School Graduate (Includes Equivalency),Population 25 Years and Over Some College,Population 25 Years and Over Bachelors Degree,Population 25 Years and Over Masters Degree,Population 25 Years and Over Professional School Degree,Population 25 Years and Over Doctorate Degree,Population 3 Years and Over Enrolled in School,Population 3 Years and Over Enrolled in School Public School,Population 3 Years and Over Enrolled in School Public School Pre-School,Population 3 Years and Over Enrolled in School Public School K-8,Population 3 Years and Over Enrolled in School Public School 9-12,Population 3 Years and Over Enrolled in School Public School College,Population 3 Years and Over Enrolled in School Private School,Population 3 Years and Over Enrolled in School Private School Pre-School,Population 3 Years and Over Enrolled in School Private School K-8,Population 3 Years and Over Enrolled in School Private School 9-12,Population 3 Years and Over Enrolled in School Private School College,Population 16 Years and Over in Labor Force Civilian,Population 16 Years and Over in Labor Force Civilian Employed,Population 16 Years and Over in Labor Force Civilian Unemployed,Median Household Income (In 2019 Inflation Adjusted Dollars),Housing Units,Housing Units Occupied,Housing Units Vacant,Median Gross Rent,Total Population Native Born,Total Population Foreign Born,Total Population Foreign Born Naturalized Citizen,Total Population Foreign Born Not a Citizen
4803300,28819821,1719,288,19821,840410,829.7706456,1012.822042,1014.96067,1012.82202,2.13858173,231104,218874,290550,99882,514729,110859,124109,161922,77102,30018,6946,3773,253067,232421,9495,108622,52305,61999,20646,1337,7738,2237,9334,380630,357050,23580,45277.48765,296604,269523,27081,840.7448745,628316,212094,103229,108865
4803400,4803400,290,48,3400,181534,28.30799256,6412.817851,6482.396,6412.818,69.57867,40232,43637,65174,32491,123501,16040,35080,46272,17440,7077,959,633,40696,35623,2165,19565,8243,5650,5073,1133,1599,1237,1104,73169,68338,4831,54373,84833,59306,25527,848,171060,10474,4391,6083
4803500,9607003,583,96,7003,347833,330.9455673,1051.027826,1087.83617,1051.02781,36.808624,97043,97984,115726,37080,210326,17005,52164,84500,37082,15391,1898,2286,100551,86849,4208,44736,18380,19525,13702,1220,2641,1087,8754,153988,143874,10114,55052.46675,140157,122333,17824,899.513689,321774,26059,14454,11605
4803601,4803601,293,48,3601,156370,28.62751907,5462.226735,5540.351,5462.227,78.12379,35124,32973,57651,30622,102632,20066,35548,29607,12115,3720,932,644,35258,32022,2141,16340,8836,4705,3236,321,945,664,1306,64605,59787,4818,46623,71776,52149,19627,719,145375,10995,3508,7487
4803602,4803602,294,48,3602,222830,380.6077402,585.4584037,591.2379,585.4584,5.779479,46396,93571,63684,19179,117763,16147,22849,30607,26793,11503,2510,7354,95477,91073,2125,21519,9753,57676,4404,1090,1962,450,902,108476,104004,4472,45155,89761,79725,10036,910,193379,29451,9617,19834
4803700,4803700,295,48,3700,160568,29.19427281,5499.982857,5673.196,5499.983,173.2131,38725,33349,56350,32144,107314,19252,36802,34833,11388,3653,828,558,36407,34132,1383,16911,9121,6717,2275,272,1243,139,621,69907,66001,3906,43769,75105,55175,19930,659,146250,14318,4610,9708
4803800,9607603,593,96,7603,251259,242.2694774,1037.105469,1060.23125,1037.10551,23.125623,61915,69060,84645,35639,153289,25151,39335,51050,25205,8730,1447,2371,75098,57851,3493,27433,12815,14110,17247,720,2489,1353,12685,122768,116613,6155,50875.10472,101601,91086,10515,845.2954043,229352,21907,4930,16977
4803900,4803900,298,48,3900,186668,43.06001765,4335.065571,4489.617,4335.065,154.5516,34394,43408,77274,31592,127882,24878,51092,31397,13907,5404,1000,204,45440,43408,1490,18680,7387,15851,2032,291,572,895,274,68059,63575,4484,40511,84825,59413,25412,806,174846,11822,3247,8575
4804000,4804000,299,48,4000,153385,87.93405343,1744.318544,1845.913,1744.319,101.5945,37766,39309,52100,24210,94845,14946,29566,31910,11610,5004,915,894,43948,41751,1354,19479,8126,12792,2197,232,744,788,433,69340,63517,5823,45952,65213,54178,11035,768,140909,12476,4542,7934
4804100,4804100,300,48,4100,115279,24.98101951,4614.663543,4848.58,4614.664,233.9162,25449,22844,42542,24444,80684,14723,30255,24365,7392,3014,815,120,24837,22419,1525,10811,7238,2845,2418,721,1124,245,328,45003,39274,5729,36842,60899,41157,19742,667,111110,4169,1383,2786
4804200,4804200,301,48,4200,142186,116.1303637,1224.365407,1277.082,1224.365,52.71688,35512,29167,54639,22868,95175,11601,33495,34387,11745,3060,407,480,33028,29404,1209,16269,7383,4543,3624,886,1743,713,282,64245,61494,2751,57823,61884,50979,10905,658,138726,3460,1555,1905
4804300,9608603,605,96,8603,256299,292.4798945,876.2961311,1112.64838,876.29613,236.352146,61474,62166,97005,35654,168924,24257,54412,58410,21617,6635,2145,1448,32103,30760,649,15307,6534,8270,1343,304,478,228,333,111538,105000,6538,47457.80105,108584,93735,14849,834.9579085,224800,31499,11607,19892
4804400,4804400,304,48,4400,125099,71.25785859,1755.581805,2047.532,1755.582,291.9502,33401,28175,48716,14807,80341,15951,29172,25349,7570,1892,369,38,29225,27039,1578,15482,6122,3857,2186,707,862,53,564,51735,47491,4244,51559,46690,39205,7485,698,113433,11666,3477,8189
4804500,19218010,1226,192,18010,570934,548.0479791,1041.759156,1076.87891,1041.75911,35.1196607,151043,118330,228815,72746,373508,41975,90014,117725,82710,30242,5680,5162,151597,132694,4748,70226,34502,23218,18903,7549,5819,2823,2712,285903,272115,13788,78252.70605,217044,195637,21407,1158.816164,493253,77681,29716,47965
4804600,182575541,12445,1824,175541,4652980,2730.368803,1704.158059,1777.48345,1704.15793,73.32532707,1249482,1182935,1746374,474189,2970857,562870,691323,803451,584612,231441,60291,36869,1147658,1008432,43609,516616,227266,220941,139226,22729,39962,17993,58542,2361656,2215947,145709,61081.46121,1768969,1586849,182120,1052.933431,3428916,1224064,449449,774615
4804700,9609403,695,96,9403,335036,885.0973668,378.5301059,873.79517,378.53008,495.265095,81904,72295,134419,46418,224926,23321,60775,70678,45045,17314,4409,3384,85187,76216,2482,37306,17486,18942,8971,2062,3327,1909,1673,163381,156219,7162,74204.86294,146451,121423,25028,1053.941976,300786,34250,17844,16406
4804800,14414406,1050,144,14406,362457,266.9577832,1357.731532,1608.60061,1357.73157,250.8691802,96293,80774,143713,41677,236616,27614,54362,78082,48297,18923,3562,5776,70717,61814,2588,32738,13793,12695,8903,1767,2978,837,3321,178362,169193,9169,81782.57918,136367,119770,16597,1152.184698,313557,48900,25548,23352
4804900,24024515,1770,240,24515,764828,887.659133,861.6235349,885.34029,861.62349,23.71671,211880,156239,315406,81303,489890,49192,83009,128941,139460,68790,9859,10639,229030,201973,6425,102519,48059,44970,27057,8684,7359,1123,9891,381359,359070,22289,90019.95791,252999,235783,17216,1377.530059,543145,221683,118434,103249
4805000,4805000,357,48,5000,181133,42.05990093,4306.548423,4854.767,4306.548,548.2188,44434,40890,67308,28501,116479,20492,37352,34932,16891,4549,940,1323,46963,42674,1618,22138,8724,10194,4289,603,1924,308,1454,87415,82983,4432,50921,78799,64108,14691,801,160791,20342,6711,13631
4805100,4805100,358,48,5100,169880,56.39257482,3012.453333,3036.616,3012.453,24.16252,41352,33383,69115,26030,112485,18984,37859,31512,17476,5168,1016,470,40641,36518,1012,19830,10385,5291,4123,603,1799,737,984,79774,77825,1949,64709,67762,51336,16426,875,154323,15557,5546,10011
4805200,19220810,1442,192,20810,547545,489.6186122,1118.309203,1134.43929,1118.30923,16.1301301,142588,119823,219157,65977,360257,25209,77447,110280,98759,38980,6202,3380,147168,125252,4865,67851,32386,20150,21916,5532,6409,2345,7630,283363,272802,10561,81941.04136,192242,180142,12100,1227.9882,477133,70412,31681,38731
4805300,43247745,3303,432,47745,1226698,1238.64664,990.3534719,1023.00841,990.35347,32.65483395,271403,359259,478948,117088,842298,81420,152636,191697,266510,105782,26240,18013,315345,272194,11511,126702,50205,83776,43151,10110,13059,3645,16337,715727,691311,24416,77570.47069,512408,462632,49776,1284.450432,1007831,218867,77077,141790
4805400,4805400,372,48,5400,214485,316.3598121,677.9780231,679.9231,677.978,1.945099,50081,66614,75687,22103,127580,11012,25945,40528,32629,12929,2078,2459,70184,63544,1862,22145,9966,29571,6640,1641,2458,775,1766,115557,109760,5797,65667,78523,74995,3528,1042,196428,18057,5672,12385
4805500,4805500,373,48,5500,156667,25.35836665,6178.118731,6228.974,6178.119,50.85526,38291,31592,59125,27659,105614,18379,39723,27724,14737,3872,594,585,35424,32731,2078,19385,6992,4276,2693,350,1074,673,596,70784,67395,3389,60763,63003,51789,11214,710,146724,9943,1807,8136
4805600,4805600,374,48,5600,113828,81.95066731,1388.981978,1921.509,1388.982,532.5267,28974,26858,39438,18558,73669,12961,21967,23563,10237,3604,1002,335,27210,23310,1054,12901,5209,4146,3900,160,1699,1131,910,56345,53644,2701,54082,48758,40212,8546,870,103986,9842,4412,5430
4805700,4805700,375,48,5700,159659,224.4705199,711.2693464,714.7813,711.2693,3.511989,40628,34717,62900,21414,104984,12512,31625,32568,18045,8454,655,1125,41089,36214,1703,18907,9190,6414,4875,991,1116,554,2214,76419,72900,3519,66486,58417,55421,2996,1101,148815,10844,6334,4510
4805800,4805800,376,48,5800,141009,252.0359676,559.4796702,574.8781,559.4797,15.39841,32511,26823,56208,25467,97919,5430,23778,31160,24661,10026,1490,1374,32589,29231,738,16023,6853,5617,3358,707,1014,508,1129,70089,67478,2611,71060,57941,51662,6279,1107,134588,6421,3100,3321
4805900,76894536,6152,768,94536,1958578,1579.661717,1239.871789,1256.08602,1239.87172,16.21418718,505220,514401,707260,231697,1249712,191348,322164,388922,218312,93535,21914,13517,506870,443234,20348,219491,98033,105362,63636,10676,15141,5934,31885,951788,900337,51451,57424.42442,693762,633422,60340,986.9845944,1701219,257359,112222,145137
4806000,4806000,393,48,6000,134717,38.1284322,3533.242576,3545.419,3533.243,12.17635,28196,22248,52193,32080,96762,7192,25086,32448,22044,6784,2056,1152,29135,24581,1061,13868,6798,2854,4554,889,1918,443,1304,63422,61238,2184,62264,59568,51306,8262,897,127731,6986,2428,4558
4806100,4806100,394,48,6100,140998,31.54771011,4469.357665,4487.983,4469.357,18.62569,31762,32605,52372,24259,94566,20083,32501,25181,11485,4579,462,275,31411,27916,1274,16543,6088,4011,3495,979,592,402,1522,63362,59545,3817,52985,56468,44736,11732,804,127448,13550,3657,9893
4806200,4806200,395,48,6200,171054,11.99027283,14266.06403,14398.64,14266.06,132.5728,49224,41207,54645,25978,104238,34386,28563,25105,12575,3289,290,30,48051,45439,2983,23039,10989,8428,2612,429,283,299,1601,68977,65380,3597,36729,65927,52733,13194,669,136402,34652,13441,21211
4806300,9612603,793,96,12603,274794,81.7478787,3361.481721,3375.58885,3361.48209,14.1072907,91760,67588,89964,25482,152141,46896,45606,33604,18128,6129,1355,423,89411,81907,3615,44212,19857,14223,7504,648,2975,457,3424,113798,109608,4190,43693.83013,83099,74045,9054,810.6092273,199204,75590,22380,53210
4806400,4806400,398,48,6400,106512,14.53027908,7330.347847,7454.552,7330.348,124.2044,34557,24541,34228,13186,61571,26315,17518,11734,5310,592,48,54,0,0,0,0,0,0,0,0,0,0,0,43348,37087,6261,30473,39673,29411,10262,541,81714,24798,7445,17353
4806500,4806500,399,48,6500,124528,47.96536109,2596.20687,2934.509,2596.207,338.3024,27646,26136,49183,21563,84682,15944,29963,27306,6601,3774,718,376,0,0,0,0,0,0,0,0,0,0,0,51626,47548,4078,48923,58649,41812,16837,807,120863,3665,2292,1373
4806600,14419806,1203,144,19806,361221,430.7908878,838.5065939,1165.62797,838.50657,327.1214069,89611,88434,132190,50986,235918,41910,69920,74597,32045,12769,2941,1736,95429,91119,3961,45354,19433,22371,4310,939,972,1262,1137,174385,163305,11080,54025.6321,149510,128490,21020,975.6933982,331236,29985,10357,19628
4806700,14420106,1212,144,20106,423725,475.5339805,891.0509392,1276.45746,891.05098,385.406564,130192,96810,140661,56062,248391,82124,65046,56235,31918,10521,1157,1390,126318,122776,8470,62535,28684,23087,3542,422,1318,506,1296,172514,163181,9333,36803.90291,151046,123024,28022,696.4627128,322189,101536,31019,70517
4806800,33647628,2863,336,47628,860661,547.8828742,1570.88502,1582.90798,1570.88499,12.02291283,284500,207207,276112,92842,482342,167470,113441,111432,64084,19772,2826,3317,273957,257753,15120,136126,64080,42427,16204,1076,4345,890,9893,358011,334478,23533,38226.62447,276758,239825,36933,680.0215218,634826,225835,62709,163126
4806900,4806900,413,48,6900,104244,21.99931497,4738.511184,5632.243,4738.511,893.7319,26747,25064,37837,14596,63193,18371,21162,15666,5355,2097,261,281,0,0,0,0,0,0,0,0,0,0,0,43868,42143,1725,36460,41032,33243,7789,781,94929,9315,5274,4041
4903001,4903001,39,49,3001,121535,9.57972331,12686.6921,14015.5,12686.69,1328.806,39600,26092,42966,12877,70612,5190,19226,27825,12308,4974,446,643,37394,34087,1505,18956,8150,5476,3307,594,1214,741,758,59933,57328,2605,66776,40698,38315,2383,835,116624,4911,2032,2879
4905001,4905001,40,49,5001,179805,38.46596618,4674.391881,4752.186,4674.392,77.79398,53100,51031,58031,17643,97999,5913,16368,31698,28223,10103,2689,3005,67910,62861,1884,25264,12927,22786,5049,1850,1309,752,1138,92231,90549,1682,66464,75796,57560,18236,874,167731,12074,3237,8837
4911000,9822003,83,98,22003,347637,1163.514255,298.7819001,633.9625,298.7819,335.18069,113069,80411,118897,35260,204090,8362,43200,73150,54023,20353,3461,1541,110071,99071,3107,56068,22003,17893,11000,3100,3186,1017,3697,169363,165586,3777,80377.51792,108888,104788,4100,1012.082601,329271,18366,9342,9024
4913001,4913001,43,49,13001,144483,5.346185885,27025.43516,27257.21,27025.44,231.7713,44348,30888,50645,18602,87843,7806,30401,31794,11501,4525,1073,743,41329,38000,1401,22159,9671,4769,3329,796,1102,720,711,66603,63326,3277,58506,64686,46038,18648,826,138966,5517,2354,3163
4921001,4921001,44,49,21001,148868,4.687229216,31760.34138,32198.17,31760.34,437.8273,41253,36793,48623,22199,88140,7785,26679,32200,15144,4570,653,1109,44072,39677,1777,18485,8776,10639,4395,500,1698,1092,1105,68229,64889,3340,51399,64700,48093,16607,719,143253,5615,2449,3166
4935000,44415045,441,441,315045,1135649,1529.747137,742.3769407,807.38979,742.37686,65.01270858,312340,293683,409861,119765,716783,64589,158214,236018,163704,68059,16577,9622,330127,286754,11191,144594,64029,66940,43373,10487,11299,3470,18117,616271,593714,22557,73284.63431,397092,376314,20778,1105.439501,987867,147782,59414,88368
4949000,19796010,222,196,196010,606425,302.69212,2003.438345,2144.09696,2003.43784,140.6589732,205469,187584,167706,45666,299761,16737,45469,112231,86689,27900,5623,5112,235767,178154,7922,94475,41302,34455,57613,5863,8005,3300,40445,288618,277905,10713,72344.62529,172795,164698,8097,1094.828947,559208,47217,15783,31434
4953001,4953001,58,49,53001,165662,68.27727473,2426.312425,2429.884,2426.313,3.571746,44020,33415,53404,34823,107235,10869,24307,43251,18671,6658,1532,1947,44178,39563,2015,20168,8979,8401,4615,359,1981,386,1889,72621,69929,2692,54842,68214,56139,12075,984,154808,10854,3904,6950
4957000,9914003,119,98,114003,251769,437.0570337,576.0552528,659.3609,576.0553,83.305669,71895,63245,88269,28360,154572,16284,44214,54813,26541,10065,1451,1204,73935,67527,2058,33839,15714,15916,6408,1573,1722,754,2359,126829,121777,5052,62450.04722,91816,83503,8313,908.3710981,234866,16903,6541,10362
5000100,5000100,13,50,100,218341,174.3799764,1252.099034,1505.952,1252.099,253.8532,41555,60963,83137,32686,147531,9941,36121,38100,37947,17713,3776,3933,55838,46789,2429,19476,7860,17024,9049,1221,1156,1109,5563,125278,120403,4875,63160,97632,87914,9718,1212,201742,16599,8802,7797
5000200,5000200,14,50,200,146916,46.6136062,3151.78361,3213.098,3151.784,61.3146,29052,28530,60347,28987,105026,9150,34263,26951,20143,9944,2980,1595,32709,27149,1449,13964,6522,5214,5560,673,1501,1030,2356,77797,74834,2963,53684,83558,62120,21438,801,143617,3299,2058,1241
5000300,5000300,15,50,300,126943,51.99021251,2441.671112,2467.118,2441.671,25.44648,23530,23299,52017,28097,94023,6737,28241,22200,20079,11552,2626,2588,25627,20297,1456,10527,4807,3507,5330,753,1068,858,2651,65911,63568,2343,53732,80974,53038,27936,855,123351,3592,2035,1557
5000400,5000400,16,50,400,131457,55.44056625,2371.133791,2430.196,2371.134,59.06239,23618,27707,52752,27380,92687,6592,28801,24004,20605,9754,1984,947,29851,21671,1367,10049,5811,4444,8180,645,1605,538,5392,69928,67350,2578,56655,73084,53557,19527,848,126864,4593,2531,2062
5101300,10202603,155,102,2603,234659,9033.906806,25.97536205,26.06962,25.97536,0.0942572,41843,76245,92685,23886,173500,11411,12989,17388,61631,46653,14191,9237,50921,36866,2547,19120,6707,8492,14055,2503,1706,451,9395,152150,148318,3832,117706.6719,113914,104662,9252,1929.777588,178603,56056,28152,27904
5104100,15312306,240,153,12306,343599,811.5777156,423.3716542,436.9522,423.37163,13.580521,82056,70487,141751,49305,231679,17204,56104,66047,58833,26129,4330,3032,85895,75075,2534,36109,19337,17095,10820,2437,4526,1349,2508,183249,176790,6459,80697.32527,130376,124142,6234,1231.187716,314754,28845,15152,13693
5110700,15332106,249,153,32106,398080,772.0416967,515.6198191,521.1942,515.61978,5.574353,113338,77121,171966,35655,256261,15498,32721,48876,89129,57878,6738,5421,117503,98292,2625,54349,23149,18169,19211,6151,5593,1443,6024,223371,216107,7264,135477.605,132975,129769,3206,1858.686123,299618,98462,53639,44823
5151000,10302089,177,102,102089,336643,145.1289993,2319.612218,2351.18373,2319.61199,31.5718989,66881,64778,136912,68072,241503,25929,72939,77988,40660,16661,4284,3042,72069,58100,2442,30608,14884,10166,13969,1770,3283,1742,7174,166415,159339,7076,54817.38268,159414,141209,18205,767.4313798,321148,15495,6927,8568
5151001***,10302179,189,102,102179,253057,118.2317938,2140.346448,2168.6068,2140.347,28.26055,49160,64352,95097,44448,173653,16001,38801,40424,45095,20320,5747,7265,69569,59656,1834,22248,9739,25835,9913,1923,4308,1339,2343,128670,124056,4614,67903.65839,112805,97946,14859,1127.937212,227604,25453,11565,13888
5151010,5151010,85,51,51010,193544,60.33764425,3207.682408,3223.023,3207.682,15.34072,37340,36727,80761,38716,142538,32091,51694,42211,10837,4314,770,621,38294,33608,1147,18085,8050,6326,4686,454,1210,1221,1801,72959,67840,5119,35223,97819,75119,22700,527,192234,1310,380,930
5151020,5151020,86,51,51020,188683,68.12701483,2769.576804,2786.691,2769.577,17.11399,36667,33967,74944,43105,139178,23285,48997,41473,15369,7737,944,1373,36976,31588,1704,17509,7146,5229,5388,484,2204,262,2438,83696,80093,3603,44062,96725,75907,20818,627,185793,2890,946,1944
5151040,5151040,87,51,51040,181986,125.2530553,1452.946593,1470.778,1452.947,17.83153,28788,62685,61806,28707,111146,10963,32595,33768,17100,11281,1395,4044,61909,56822,306,11195,6600,38721,5087,1071,1986,187,1843,89026,86166,2860,52075,79833,66947,12886,856,174698,7288,2761,4527
5151080,5151080,90,51,51080,162532,63.66091335,2553.089352,2566.81,2553.089,13.72099,32796,35003,61588,33145,114247,13373,42311,29590,17164,8451,1716,1642,35065,28175,612,14907,6240,6416,6890,836,1053,559,4442,78126,75568,2558,54719,74601,64884,9717,842,157531,5001,2113,2888
5151084,5151084,91,51,51084,128576,214.6967241,598.8726681,603.0848,598.8727,4.212096,29270,27036,50186,22084,87257,11508,26302,23909,15421,7738,1262,1117,32370,25173,534,12070,8471,4098,7197,1039,2046,436,3676,67590,66172,1418,68625,51455,47503,3952,981,118642,9934,4540,5394
5151085,5151085,92,51,51085,106657,103.2400599,1033.097037,1042.99,1033.097,9.89296,22636,20168,43330,20523,75550,9955,28171,21855,11014,3554,749,252,20985,18001,836,9399,4324,3442,2984,615,1262,216,891,54453,52208,2245,56494,49356,41714,7642,871,103391,3266,1411,1855
5151087,5151087,93,51,51087,177681,90.91443481,1954.376116,1965.932,1954.376,11.55635,40595,36776,69778,30532,121472,12380,38517,35782,21984,9576,1861,1372,42048,35902,645,18027,10135,7095,6146,1262,2781,731,1372,89852,84889,4963,76017,71272,61064,10208,1085,170063,7618,4353,3265
5151095,5151095,96,51,51095,123865,79.02942929,1567.327527,1589.736,1567.328,22.40882,23371,23070,50854,26570,90263,9244,32506,26506,13874,6115,268,1750,26265,19885,216,9328,4989,5352,6380,1155,1693,976,2556,61115,58507,2608,60096,58472,47953,10519,702,120463,3402,1747,1655
5151096,5151096,97,51,51096,136251,246.3877157,552.9942903,556.9739,552.9943,3.979592,26620,43355,44079,22197,85048,11891,22717,27027,14430,7112,1010,861,42202,24112,873,10656,6111,6472,18090,665,2443,397,14585,66298,62956,3342,47376,58444,50456,7988,803,131592,4659,1721,2938
5151097,5151097,98,51,51097,184849,97.89368448,1888.262772,1903.374,1888.263,15.11133,37239,32563,74136,40911,134446,24116,43140,44064,15071,6369,1289,397,38818,33917,1243,18351,9412,4911,4901,682,1423,512,2284,83841,78248,5593,40702,97379,78691,18688,627,178905,5944,1930,4014
5151100,15453496,327,153,153496,450409,1807.269661,249.2206945,497.33905,249.22074,248.118449,100408,117639,170827,61535,307378,19906,66423,112433,68380,29707,6664,3865,115671,91527,2544,44919,19459,24605,24144,5028,5444,1558,12114,234187,224864,9323,74353.65298,184973,168792,16181,1317.472315,408090,42319,25641,16678
5151105,5151105,99,51,51105,183541,38.13290351,4813.192364,4899.858,4813.192,86.66611,36833,38747,69755,38206,128277,21877,49746,34859,12788,6758,1069,1180,40189,34432,1238,16606,8246,8342,5757,676,1948,950,2183,73674,70107,3567,42258,91537,65117,26420,685,179703,3838,1454,2384
5151110,5151110,100,51,51110,134442,155.1540957,866.5062911,870.8322,866.5063,4.325953,27121,42785,44877,19659,81009,14578,27216,15689,12808,7419,1131,2168,42129,33644,981,9668,5205,17790,8485,1202,3213,1045,3025,67990,65930,2060,54681,53817,47777,6040,866,119778,14664,5607,9057
5151115,5151115,101,51,51115,175008,626.3771854,279.3971493,290.4391,279.3972,11.042,44213,40814,70904,19077,111367,7366,23177,34368,27318,16347,2059,732,52034,46704,1889,19866,11174,13775,5330,968,1972,519,1871,91531,87427,4104,102430,61516,58746,2770,1352,159005,16003,9240,6763
5151120,5151120,102,51,51120,189831,171.2273201,1108.649016,1138.884,1108.649,30.23544,47302,39165,76844,26520,125958,11741,36681,37983,25479,12478,836,760,48977,41592,923,21151,11195,8323,7385,1183,2708,1502,1992,96944,91410,5534,85798,70079,61963,8116,1389,180350,9481,6107,3374
5151125,5151125,103,51,51125,167760,69.52841694,2412.826401,4454.62,2412.826,2041.793,30469,27663,67391,42237,126001,17054,42855,36583,17832,7902,2173,1602,33161,29070,1282,13544,7256,6988,4091,551,783,1004,1753,75501,72308,3193,52996,99329,70841,28488,786,160947,6813,1740,5073
5151135,5151135,104,51,51135,173043,91.99989265,1880.904369,1937.736,1880.904,56.8312,35961,42612,66119,28351,122640,18926,44887,37723,13915,5252,1270,667,36208,33664,1029,17887,6848,7900,2544,193,748,454,1149,79780,71764,8016,51456,73445,62051,11394,939,168163,4880,2640,2240
